sentence_id	token	label
117	Ulasan	O
117	tamu	O
117	di	O
117	Hotel	B-HOTEL
117	Gumaya	I-HOTEL
117	Bandung	B-LOC
117	:	O
117	sarapan	B-ASPECT
117	monoton	O

118	Ulasan	O
118	tamu	O
118	di	O
118	Hotel	B-HOTEL
118	Ciputra	I-HOTEL
118	Bali	B-LOC
118	:	O
118	akses	B-ASPECT
118	menuju	O
118	hotel	O
118	jauh	B-ASPECT
118	harus	O
118	memutar	O

119	Saya	O
119	menginap	O
119	di	O
119	Hotel	B-HOTEL
119	Novotel	I-HOTEL
119	di	O
119	Surabaya	B-LOC
119	,	O
119	sayang	O
119	persediaan	O
119	sarapan	B-ASPECT
119	cepat	O
119	habis	O
119	ramai	O

120	taman	B-ASPECT
120	luas	O
120	,	O
120	ini	O
120	pendapat	O
120	saya	O
120	soal	O
120	Hotel	B-HOTEL
120	Santika	I-HOTEL
120	di	O
120	Bali	B-LOC

121	Saya	O
121	menginap	O
121	di	O
121	Hotel	B-HOTEL
121	Ibis	I-HOTEL
121	di	O
121	Bandung	B-LOC
121	,	O
121	senang	O
121	hotel	O
121	nuansa	O
121	alam	O
121	rekomendasi	O

122	parkir	O
122	luas	O
122	aman	O
122	dua_empat_jam	O
122	,	O
122	ini	O
122	pendapat	O
122	saya	O
122	soal	O
122	Hotel	B-HOTEL
122	Aston	I-HOTEL
122	di	O
122	Bandung	B-LOC

123	Pengalaman	O
123	di	O
123	Hotel	B-HOTEL
123	Grand	I-HOTEL
123	Candi	I-HOTEL
123	Bandung	B-LOC
123	,	O
123	mahal	B-ASPECT
123	dibandingkan	O
123	fasilitas	O
123	minim	O
123	didapatkan	O

124	Pengalaman	O
124	di	O
124	Hotel	B-HOTEL
124	Gumaya	I-HOTEL
124	Surabaya	B-LOC
124	,	O
124	agak	O
124	jauh	B-ASPECT
124	jalan	O
124	ketika	O
124	belanja	O

125	sopan	B-ASPECT
125	tamu	O
125	,	O
125	ini	O
125	pendapat	O
125	saya	O
125	soal	O
125	Hotel	B-HOTEL
125	Aston	I-HOTEL
125	di	O
125	Yogyakarta	B-LOC

126	Saya	O
126	menginap	O
126	di	O
126	Hotel	B-HOTEL
126	Grand	I-HOTEL
126	Candi	I-HOTEL
126	di	O
126	Jakarta	B-LOC
126	,	O
126	front_office	O
126	tidak_dua_empat_jam	O

127	Pengalaman	O
127	di	O
127	Hotel	B-HOTEL
127	Tentrem	I-HOTEL
127	Jakarta	B-LOC
127	,	O
127	bell_boy	O
127	tidak_ada	O

128	Saya	O
128	menginap	O
128	di	O
128	Hotel	B-HOTEL
128	Ciputra	I-HOTEL
128	di	O
128	Surabaya	B-LOC
128	,	O
128	tekanan	O
128	shower	O
128	lambat	O

129	kamar	B-ASPECT
129	kedap_suara	O
129	,	O
129	ini	O
129	pendapat	O
129	saya	O
129	soal	O
129	Hotel	B-HOTEL
129	Grand	I-HOTEL
129	Candi	I-HOTEL
129	di	O
129	Surabaya	B-LOC

130	Ulasan	O
130	tamu	O
130	di	O
130	Hotel	B-HOTEL
130	Novotel	I-HOTEL
130	Solo	B-LOC
130	:	O
130	harga	B-ASPECT
130	terjangkau	O
130	termasuk	O
130	sarapan	O

131	perlengkapan_mandi	O
131	ada	O
131	lengkap	O
131	,	O
131	ini	O
131	pendapat	O
131	saya	O
131	soal	O
131	Hotel	B-HOTEL
131	Ciputra	I-HOTEL
131	di	O
131	Bali	B-LOC

132	Ulasan	O
132	tamu	O
132	di	O
132	Hotel	B-HOTEL
132	Horison	I-HOTEL
132	Bali	B-LOC
132	:	O
132	suara	O
132	kamar	B-ASPECT
132	tidak_kedap_suara	O
132	sebelah	O
132	terdengar	O

133	Saya	O
133	menginap	O
133	di	O
133	Hotel	B-HOTEL
133	Santika	I-HOTEL
133	di	O
133	Solo	B-LOC
133	,	O
133	resepsionis	O
133	ramah	B-ASPECT
133	dibantu	O
133	cari	O
133	transport	O

134	Ulasan	O
134	tamu	O
134	di	O
134	Hotel	B-HOTEL
134	Ibis	I-HOTEL
134	Solo	B-LOC
134	:	O
134	staff	B-ASPECT
134	keamanan	O
134	tukang	O
134	parkir	O
134	tidak_menghormati	O
134	tamu	O

135	gratis	B-ASPECT
135	sarapan	O
135	anak	O
135	,	O
135	ini	O
135	pendapat	O
135	saya	O
135	soal	O
135	Hotel	B-HOTEL
135	Santika	I-HOTEL
135	di	O
135	Ubud	B-LOC

136	staff	B-ASPECT
136	resepsionis	O
136	satpam	B-ASPECT
136	houskeeping	O
136	simpatik	O
136	senang	O
136	,	O
136	ini	O
136	pendapat	O
136	saya	O
136	soal	O
136	Hotel	B-HOTEL
136	Novotel	I-HOTEL
136	di	O
136	Bali	B-LOC

137	Ulasan	O
137	tamu	O
137	di	O
137	Hotel	B-HOTEL
137	Ibis	I-HOTEL
137	Kuta	B-LOC
137	:	O
137	baik	O
137	harga	B-ASPECT
137	segini	O

138	Saya	O
138	menginap	O
138	di	O
138	Hotel	B-HOTEL
138	Gumaya	I-HOTEL
138	di	O
138	Ubud	B-LOC
138	,	O
138	front_office	O
138	tidak_mau	O
138	terima	O
138	saran	O
138	terutama	O
138	orang	O
138	gendut	O

139	terletak	O
139	pinggir	O
139	sungai	O
139	jauh	B-ASPECT
139	kemana_mana	I-ASPECT
139	,	O
139	ini	O
139	pendapat	O
139	saya	O
139	soal	O
139	Hotel	B-HOTEL
139	Ciputra	I-HOTEL
139	di	O
139	Semarang	B-LOC

140	Saya	O
140	menginap	O
140	di	O
140	Hotel	B-HOTEL
140	Grand	I-HOTEL
140	Candi	I-HOTEL
140	di	O
140	Kuta	B-LOC
140	,	O
140	kamar	B-ASPECT
140	oke	O
140	wangi	O

141	Ulasan	O
141	tamu	O
141	di	O
141	Hotel	B-HOTEL
141	Novotel	I-HOTEL
141	Malang	B-LOC
141	:	O
141	tidak_ramah	O
141	datang	O
141	checkin	O

142	Pengalaman	O
142	di	O
142	Hotel	B-HOTEL
142	Novotel	I-HOTEL
142	Ubud	B-LOC
142	,	O
142	penampilan	O
142	staff	B-ASPECT
142	cantik	O

143	Pengalaman	O
143	di	O
143	Hotel	B-HOTEL
143	Santika	I-HOTEL
143	Solo	B-LOC
143	,	O
143	dekat	B-ASPECT
143	malioboro	O
143	kraton	O

144	mendapat	O
144	harga	B-ASPECT
144	murah	I-ASPECT
144	,	O
144	ini	O
144	pendapat	O
144	saya	O
144	soal	O
144	Hotel	B-HOTEL
144	Gumaya	I-HOTEL
144	di	O
144	Bali	B-LOC

145	Saya	O
145	menginap	O
145	di	O
145	Hotel	B-HOTEL
145	Ciputra	I-HOTEL
145	di	O
145	Kuta	B-LOC
145	,	O
145	anak	O
145	harus	O
145	bayar	B-ASPECT
145	tambahan_biaya	O
145	makanan	O

146	booking	O
146	via	O
146	promo	O
146	murah	B-ASPECT
146	,	O
146	ini	O
146	pendapat	O
146	saya	O
146	soal	O
146	Hotel	B-HOTEL
146	Tentrem	I-HOTEL
146	di	O
146	Malang	B-LOC

147	Pengalaman	O
147	di	O
147	Hotel	B-HOTEL
147	Aston	I-HOTEL
147	Ubud	B-LOC
147	,	O
147	porsi	O
147	makanan	B-ASPECT
147	kecil	O

148	Ulasan	O
148	tamu	O
148	di	O
148	Hotel	B-HOTEL
148	Gumaya	I-HOTEL
148	Kuta	B-LOC
148	:	O
148	prokes	O
148	tidak_diterapkan	O

149	Saya	O
149	menginap	O
149	di	O
149	Hotel	B-HOTEL
149	Ciputra	I-HOTEL
149	di	O
149	Solo	B-LOC
149	,	O
149	suasana	O
149	sekitar	O
149	nyaman	O

150	Pengalaman	O
150	di	O
150	Hotel	B-HOTEL
150	Gumaya	I-HOTEL
150	Ubud	B-LOC
150	,	O
150	perbaiki	O
150	gym	O
150	center	O
150	kolam_renang	O

151	prokes	O
151	masa	O
151	pandemi	O
151	dilakukan	O
151	disiplin	O
151	,	O
151	ini	O
151	pendapat	O
151	saya	O
151	soal	O
151	Hotel	B-HOTEL
151	Patra	I-HOTEL
151	Jasa	I-HOTEL
151	di	O
151	Jakarta	B-LOC

152	harga	B-ASPECT
152	hotel	O
152	lebih_murah	O
152	dibanding	O
152	hotel	O
152	lain	O
152	,	O
152	ini	O
152	pendapat	O
152	saya	O
152	soal	O
152	Hotel	B-HOTEL
152	Tentrem	I-HOTEL
152	di	O
152	Kuta	B-LOC

153	Pengalaman	O
153	di	O
153	Hotel	B-HOTEL
153	Aston	I-HOTEL
153	Yogyakarta	B-LOC
153	,	O
153	menu	B-ASPECT
153	sarapan	I-ASPECT
153	pelit	O

154	Pengalaman	O
154	di	O
154	Hotel	B-HOTEL
154	Horison	I-HOTEL
154	Ubud	B-LOC
154	,	O
154	rasa	O
154	asin	O
154	ikan	O
154	goreng	O
154	tepung	O
154	sayurnya	O

155	Pengalaman	O
155	di	O
155	Hotel	B-HOTEL
155	Santika	I-HOTEL
155	Surabaya	B-LOC
155	,	O
155	air_mineral	O
155	botol	O
155	bayar	B-ASPECT

156	Saya	O
156	menginap	O
156	di	O
156	Hotel	B-HOTEL
156	Tentrem	I-HOTEL
156	di	O
156	Surabaya	B-LOC
156	,	O
156	pesan	O
156	makanan	O
156	hotel	O
156	ada	O
156	tambahan_biaya	O
156	tiga_puluh_ribu	O

157	Saya	O
157	menginap	O
157	di	O
157	Hotel	B-HOTEL
157	Grand	I-HOTEL
157	Candi	I-HOTEL
157	di	O
157	Semarang	B-LOC
157	,	O
157	ada	O
157	gratis	B-ASPECT
157	makan_malam	O

158	Ulasan	O
158	tamu	O
158	di	O
158	Hotel	B-HOTEL
158	Patra	I-HOTEL
158	Jasa	I-HOTEL
158	Ubud	B-LOC
158	:	O
158	perhatikan	O
158	kebersihan	O
158	makanan	B-ASPECT

159	Saya	O
159	menginap	O
159	di	O
159	Hotel	B-HOTEL
159	Patra	I-HOTEL
159	Jasa	I-HOTEL
159	di	O
159	Malang	B-LOC
159	,	O
159	lokasi	B-ASPECT
159	baik	O
159	suka	O
159	foto	O

160	sate	O
160	enak	O
160	,	O
160	ini	O
160	pendapat	O
160	saya	O
160	soal	O
160	Hotel	B-HOTEL
160	Gumaya	I-HOTEL
160	di	O
160	Jakarta	B-LOC

161	Ulasan	O
161	tamu	O
161	di	O
161	Hotel	B-HOTEL
161	Tentrem	I-HOTEL
161	Bandung	B-LOC
161	:	O
161	sarapan	O
161	tidak_disiapkan	O
161	alasan	O
161	tidak_ada	O
161	pesanan	O

162	Saya	O
162	menginap	O
162	di	O
162	Hotel	B-HOTEL
162	Santika	I-HOTEL
162	di	O
162	Malang	B-LOC
162	,	O
162	suara	O
162	musik	O
162	rooftop	O
162	bar	O
162	tengah	O
162	malam	O
162	terdengar	O

163	hotel	O
163	ngumpet	O
163	masuk	O
163	gang	O
163	,	O
163	ini	O
163	pendapat	O
163	saya	O
163	soal	O
163	Hotel	B-HOTEL
163	Aston	I-HOTEL
163	di	O
163	Kuta	B-LOC

164	Saya	O
164	menginap	O
164	di	O
164	Hotel	B-HOTEL
164	Grand	I-HOTEL
164	Candi	I-HOTEL
164	di	O
164	Kuta	B-LOC
164	,	O
164	kamar	B-ASPECT
164	kotor	O
164	lubang	O
164	besar	O
164	tirai	O
164	handuk	O
164	kotor	O
164	selimut	O
164	banyak	O
164	noda	O

165	Saya	O
165	menginap	O
165	di	O
165	Hotel	B-HOTEL
165	Santika	I-HOTEL
165	di	O
165	Jakarta	B-LOC
165	,	O
165	tempat	O
165	nyaman	O
165	backpacker	O

166	Pengalaman	O
166	di	O
166	Hotel	B-HOTEL
166	Patra	I-HOTEL
166	Jasa	I-HOTEL
166	Kuta	B-LOC
166	,	O
166	staff	B-ASPECT
166	lambat	O
166	memberikan	O
166	keluhan	O

167	arsitektur	O
167	menarik	O
167	,	O
167	ini	O
167	pendapat	O
167	saya	O
167	soal	O
167	Hotel	B-HOTEL
167	Patra	I-HOTEL
167	Jasa	I-HOTEL
167	di	O
167	Ubud	B-LOC

168	Saya	O
168	menginap	O
168	di	O
168	Hotel	B-HOTEL
168	Horison	I-HOTEL
168	di	O
168	Jakarta	B-LOC
168	,	O
168	tempat_tidur	O
168	nyaman	O
168	mandi	O
168	air_hangat	O

169	Pengalaman	O
169	di	O
169	Hotel	B-HOTEL
169	Patra	I-HOTEL
169	Jasa	I-HOTEL
169	Jakarta	B-LOC
169	,	O
169	makanan	B-ASPECT
169	resto	O
169	oke	O
169	enak	O

170	mudah	O
170	diakses	O
170	dikelilingi	O
170	coffee_shop	O
170	,	O
170	ini	O
170	pendapat	O
170	saya	O
170	soal	O
170	Hotel	B-HOTEL
170	Tentrem	I-HOTEL
170	di	O
170	Solo	B-LOC

171	cicip	O
171	menu	B-ASPECT
171	pizza	O
171	baru	O
171	barista	O
171	enak	O
171	,	O
171	ini	O
171	pendapat	O
171	saya	O
171	soal	O
171	Hotel	B-HOTEL
171	Tentrem	I-HOTEL
171	di	O
171	Solo	B-LOC

172	Saya	O
172	menginap	O
172	di	O
172	Hotel	B-HOTEL
172	Santika	I-HOTEL
172	di	O
172	Solo	B-LOC
172	,	O
172	ada	O
172	dapur	O
172	meja	O
172	makan	O
172	ruang_tamu	O

173	Pengalaman	O
173	di	O
173	Hotel	B-HOTEL
173	Ciputra	I-HOTEL
173	Bali	B-LOC
173	,	O
173	komunikasi	O
173	bagian	O
173	call_center	O
173	sulit	O

174	Saya	O
174	menginap	O
174	di	O
174	Hotel	B-HOTEL
174	Horison	I-HOTEL
174	di	O
174	Yogyakarta	B-LOC
174	,	O
174	ada	O
174	stand	O
174	butik	O
174	wanita	O

175	lantai	O
175	kena	O
175	tinta	O
175	harus	O
175	bayar	B-ASPECT
175	denda	O
175	,	O
175	ini	O
175	pendapat	O
175	saya	O
175	soal	O
175	Hotel	B-HOTEL
175	Aston	I-HOTEL
175	di	O
175	Surabaya	B-LOC

176	Ulasan	O
176	tamu	O
176	di	O
176	Hotel	B-HOTEL
176	Aston	I-HOTEL
176	Surabaya	B-LOC
176	:	O
176	furniture	O
176	kamar	B-ASPECT
176	tua	O
176	beberapa	O
176	berlubang	O

177	Pengalaman	O
177	di	O
177	Hotel	B-HOTEL
177	Gumaya	I-HOTEL
177	Malang	B-LOC
177	,	O
177	tombol	O
177	lift	B-ASPECT
177	tidak_berfungsi	O

178	sarapan	B-ASPECT
178	hanya	O
178	nasgor	B-ASPECT
178	teh	O
178	,	O
178	ini	O
178	pendapat	O
178	saya	O
178	soal	O
178	Hotel	B-HOTEL
178	Horison	I-HOTEL
178	di	O
178	Jakarta	B-LOC

179	sarapan	B-ASPECT
179	minimalis	O
179	,	O
179	ini	O
179	pendapat	O
179	saya	O
179	soal	O
179	Hotel	B-HOTEL
179	Grand	I-HOTEL
179	Candi	I-HOTEL
179	di	O
179	Surabaya	B-LOC

180	Ulasan	O
180	tamu	O
180	di	O
180	Hotel	B-HOTEL
180	Gumaya	I-HOTEL
180	Ubud	B-LOC
180	:	O
180	sarapan	B-ASPECT
180	tidak_berwarna	O
180	tidak_variasi	O
180	tidak_seperti	O
180	hotel	O
180	bintang_tiga	O
180	bintang_empat	O
180	pada	O
180	umumnya	O

181	suka	O
181	interior	O
181	kamar	B-ASPECT
181	,	O
181	ini	O
181	pendapat	O
181	saya	O
181	soal	O
181	Hotel	B-HOTEL
181	Ibis	I-HOTEL
181	di	O
181	Malang	B-LOC

182	Pengalaman	O
182	di	O
182	Hotel	B-HOTEL
182	Grand	I-HOTEL
182	Candi	I-HOTEL
182	Bali	B-LOC
182	,	O
182	es	O
182	jus	O
182	hambar	O
182	tidak_segar	O

183	Saya	O
183	menginap	O
183	di	O
183	Hotel	B-HOTEL
183	Gumaya	I-HOTEL
183	di	O
183	Malang	B-LOC
183	,	O
183	tidak_ada	O
183	sarapan	B-ASPECT

184	Pengalaman	O
184	di	O
184	Hotel	B-HOTEL
184	Patra	I-HOTEL
184	Jasa	I-HOTEL
184	Surabaya	B-LOC
184	,	O
184	ruang_rapat	O
184	nyaman	O

185	Ulasan	O
185	tamu	O
185	di	O
185	Hotel	B-HOTEL
185	Gumaya	I-HOTEL
185	Jakarta	B-LOC
185	:	O
185	handuk	O
185	bersih	O

186	wifi	B-ASPECT
186	hanya	O
186	bisa	O
186	diakses	O
186	lobi	B-ASPECT
186	,	O
186	ini	O
186	pendapat	O
186	saya	O
186	soal	O
186	Hotel	B-HOTEL
186	Gumaya	I-HOTEL
186	di	O
186	Bali	B-LOC

187	Saya	O
187	menginap	O
187	di	O
187	Hotel	B-HOTEL
187	Aston	I-HOTEL
187	di	O
187	Jakarta	B-LOC
187	,	O
187	sarapan	B-ASPECT
187	bersih	O
187	enak	O

188	Ulasan	O
188	tamu	O
188	di	O
188	Hotel	B-HOTEL
188	Ibis	I-HOTEL
188	Kuta	B-LOC
188	:	O
188	colokan	O
188	hanya	O
188	satu	O
188	bawah	O
188	tv	B-ASPECT

189	Ulasan	O
189	tamu	O
189	di	O
189	Hotel	B-HOTEL
189	Gumaya	I-HOTEL
189	Ubud	B-LOC
189	:	O
189	overprice	O
189	mahal	B-ASPECT

190	Saya	O
190	menginap	O
190	di	O
190	Hotel	B-HOTEL
190	Santika	I-HOTEL
190	di	O
190	Malang	B-LOC
190	,	O
190	nasi	O
190	keras	O
190	dikunyah	O

191	Ulasan	O
191	tamu	O
191	di	O
191	Hotel	B-HOTEL
191	Patra	I-HOTEL
191	Jasa	I-HOTEL
191	Bandung	B-LOC
191	:	O
191	akses	B-ASPECT
191	jalan	O
191	proses	O
191	pengerjaan	O

192	Pengalaman	O
192	di	O
192	Hotel	B-HOTEL
192	Ciputra	I-HOTEL
192	Malang	B-LOC
192	,	O
192	suasana	O
192	berisik	O
192	banyak	O
192	kereta	O
192	lewat	O

193	Pengalaman	O
193	di	O
193	Hotel	B-HOTEL
193	Tentrem	I-HOTEL
193	Jakarta	B-LOC
193	,	O
193	kamar	B-ASPECT
193	debu	O

194	Pengalaman	O
194	di	O
194	Hotel	B-HOTEL
194	Novotel	I-HOTEL
194	Malang	B-LOC
194	,	O
194	tempat_sampah	O
194	ada	O
194	satu	O
194	kamar_mandi	O

195	Ulasan	O
195	tamu	O
195	di	O
195	Hotel	B-HOTEL
195	Gumaya	I-HOTEL
195	Solo	B-LOC
195	:	O
195	kamar	B-ASPECT
195	hotel	O
195	bersih	O
195	kasur	B-ASPECT
195	luas	O
195	lapang	O
195	fasilitas	O
195	lengkap	O

196	Ulasan	O
196	tamu	O
196	di	O
196	Hotel	B-HOTEL
196	Patra	I-HOTEL
196	Jasa	I-HOTEL
196	Semarang	B-LOC
196	:	O
196	hotel	O
196	harga	B-ASPECT
196	cukup	O
196	terjangkau	O

197	Ulasan	O
197	tamu	O
197	di	O
197	Hotel	B-HOTEL
197	Novotel	I-HOTEL
197	Surabaya	B-LOC
197	:	O
197	menu	B-ASPECT
197	tradisional	O
197	jawa	O
197	sunda	O

198	Saya	O
198	menginap	O
198	di	O
198	Hotel	B-HOTEL
198	Grand	I-HOTEL
198	Candi	I-HOTEL
198	di	O
198	Semarang	B-LOC
198	,	O
198	kamar	B-ASPECT
198	bangsal	O
198	bau	O
198	fasilititas	O
198	usang	O
198	rusak	O

199	Saya	O
199	menginap	O
199	di	O
199	Hotel	B-HOTEL
199	Tentrem	I-HOTEL
199	di	O
199	Semarang	B-LOC
199	,	O
199	sarung	O
199	bantal	O
199	bau	O

200	cocok	O
200	pelancong	O
200	membutuhkan	O
200	akomodasi	O
200	harga	B-ASPECT
200	rendah	O
200	,	O
200	ini	O
200	pendapat	O
200	saya	O
200	soal	O
200	Hotel	B-HOTEL
200	Tentrem	I-HOTEL
200	di	O
200	Bandung	B-LOC

201	Saya	O
201	menginap	O
201	di	O
201	Hotel	B-HOTEL
201	Santika	I-HOTEL
201	di	O
201	Ubud	B-LOC
201	,	O
201	handuk	O
201	ada	O
201	tambahan_biaya	O

202	Pengalaman	O
202	di	O
202	Hotel	B-HOTEL
202	Patra	I-HOTEL
202	Jasa	I-HOTEL
202	Solo	B-LOC
202	,	O
202	tempat_parkir	O
202	kecil	O

203	Ulasan	O
203	tamu	O
203	di	O
203	Hotel	B-HOTEL
203	Aston	I-HOTEL
203	Ubud	B-LOC
203	:	O
203	sprei	B-ASPECT
203	selimut	O
203	tidak_diganti	O

204	Ulasan	O
204	tamu	O
204	di	O
204	Hotel	B-HOTEL
204	Aston	I-HOTEL
204	Solo	B-LOC
204	:	O
204	kamar	O
204	kena	O
204	tarif	O
204	deluxe	O
204	ternyata	O
204	diberi	O
204	superior	O

205	Pengalaman	O
205	di	O
205	Hotel	B-HOTEL
205	Ibis	I-HOTEL
205	Semarang	B-LOC
205	,	O
205	kolam_renang	O
205	bar	O
205	daya	O
205	tarik	O
205	pelancong	O

206	lokasi	B-ASPECT
206	sulit	O
206	ditemukan	O
206	pendatang	O
206	menggunakan	O
206	transportasi	O
206	umum	O
206	,	O
206	ini	O
206	pendapat	O
206	saya	O
206	soal	O
206	Hotel	B-HOTEL
206	Ibis	I-HOTEL
206	di	O
206	Malang	B-LOC

207	Saya	O
207	menginap	O
207	di	O
207	Hotel	B-HOTEL
207	Tentrem	I-HOTEL
207	di	O
207	Yogyakarta	B-LOC
207	,	O
207	pelayanan	B-ASPECT
207	tidak_memuaskan	O

208	Ulasan	O
208	tamu	O
208	di	O
208	Hotel	B-HOTEL
208	Santika	I-HOTEL
208	Solo	B-LOC
208	:	O
208	akses	B-ASPECT
208	kota	O
208	jauh	B-ASPECT

209	Pengalaman	O
209	di	O
209	Hotel	B-HOTEL
209	Ibis	I-HOTEL
209	Semarang	B-LOC
209	,	O
209	pemesanan	O
209	konfirmasi	O
209	hotel	O
209	baik	O
209	minta	O
209	extend	O
209	kamar	O
209	cepat	O
209	efisien	O

210	Pengalaman	O
210	di	O
210	Hotel	B-HOTEL
210	Horison	I-HOTEL
210	Malang	B-LOC
210	,	O
210	tidak_sopan	O
210	tidak_ramah	O
210	pelayanan	B-ASPECT
210	resepsionis	O

211	Pengalaman	O
211	di	O
211	Hotel	B-HOTEL
211	Santika	I-HOTEL
211	Kuta	B-LOC
211	,	O
211	minum	O
211	sudah	O
211	habis	O

212	sarapan	B-ASPECT
212	ambil	O
212	sepuasnya	O
212	,	O
212	ini	O
212	pendapat	O
212	saya	O
212	soal	O
212	Hotel	B-HOTEL
212	Grand	I-HOTEL
212	Candi	I-HOTEL
212	di	O
212	Malang	B-LOC

213	Pengalaman	O
213	di	O
213	Hotel	B-HOTEL
213	Santika	I-HOTEL
213	Malang	B-LOC
213	,	O
213	pelayanan	B-ASPECT
213	bisa	O
213	bahasa	O
213	inggris	O

214	lokasi	B-ASPECT
214	sunyi	O
214	,	O
214	ini	O
214	pendapat	O
214	saya	O
214	soal	O
214	Hotel	B-HOTEL
214	Patra	I-HOTEL
214	Jasa	I-HOTEL
214	di	O
214	Bandung	B-LOC

215	Pengalaman	O
215	di	O
215	Hotel	B-HOTEL
215	Aston	I-HOTEL
215	Kuta	B-LOC
215	,	O
215	tidak_rekomendasi	O
215	pelancong	O

216	kamar_mandi	O
216	ada	O
216	bercak	O
216	lengket	O
216	,	O
216	ini	O
216	pendapat	O
216	saya	O
216	soal	O
216	Hotel	B-HOTEL
216	Ibis	I-HOTEL
216	di	O
216	Kuta	B-LOC

217	Pengalaman	O
217	di	O
217	Hotel	B-HOTEL
217	Patra	I-HOTEL
217	Jasa	I-HOTEL
217	Malang	B-LOC
217	,	O
217	hotel	O
217	tidak_seperti	O
217	digambar	O
217	dalam	O
217	foto	O

218	Ulasan	O
218	tamu	O
218	di	O
218	Hotel	B-HOTEL
218	Novotel	I-HOTEL
218	Surabaya	B-LOC
218	:	O
218	sprei	B-ASPECT
218	ada	O
218	noda	O
218	minyak	O

219	Saya	O
219	menginap	O
219	di	O
219	Hotel	B-HOTEL
219	Ciputra	I-HOTEL
219	di	O
219	Jakarta	B-LOC
219	,	O
219	harga	B-ASPECT
219	tidak_terjangkau	O
219	tidak_termasuk	O
219	sarapan	O

220	begitu	O
220	mandi	O
220	air	O
220	keruh	O
220	,	O
220	ini	O
220	pendapat	O
220	saya	O
220	soal	O
220	Hotel	B-HOTEL
220	Patra	I-HOTEL
220	Jasa	I-HOTEL
220	di	O
220	Ubud	B-LOC

221	harga	B-ASPECT
221	hanya	O
221	seratus_ribu	O
221	,	O
221	ini	O
221	pendapat	O
221	saya	O
221	soal	O
221	Hotel	B-HOTEL
221	Novotel	I-HOTEL
221	di	O
221	Semarang	B-LOC

222	memiliki	O
222	mesin	O
222	kopi	O
222	dolce	O
222	gusto	O
222	,	O
222	ini	O
222	pendapat	O
222	saya	O
222	soal	O
222	Hotel	B-HOTEL
222	Novotel	I-HOTEL
222	di	O
222	Bandung	B-LOC

223	Pengalaman	O
223	di	O
223	Hotel	B-HOTEL
223	Tentrem	I-HOTEL
223	Bali	B-LOC
223	,	O
223	checkin	O
223	lancar	O
223	cepat	O

224	Pengalaman	O
224	di	O
224	Hotel	B-HOTEL
224	Novotel	I-HOTEL
224	Solo	B-LOC
224	,	O
224	akses	B-ASPECT
224	menuju	O
224	lokasi	B-ASPECT
224	ekstrem	O
224	medan	O

225	Saya	O
225	menginap	O
225	di	O
225	Hotel	B-HOTEL
225	Horison	I-HOTEL
225	di	O
225	Semarang	B-LOC
225	,	O
225	hotel	O
225	tidak_sesuai	O
225	harga	B-ASPECT

226	cari	O
226	makanan	O
226	sekitar	O
226	hotel	O
226	sulit	O
226	,	O
226	ini	O
226	pendapat	O
226	saya	O
226	soal	O
226	Hotel	B-HOTEL
226	Santika	I-HOTEL
226	di	O
226	Surabaya	B-LOC

227	Saya	O
227	menginap	O
227	di	O
227	Hotel	B-HOTEL
227	Patra	I-HOTEL
227	Jasa	I-HOTEL
227	di	O
227	Kuta	B-LOC
227	,	O
227	kolam_renang	O
227	resto	O
227	tutup	O
227	covid	O

228	ada	O
228	menu	B-ASPECT
228	angkringan	O
228	ronde	O
228	bakar	O
228	tertarik	O
228	sate	O
228	,	O
228	ini	O
228	pendapat	O
228	saya	O
228	soal	O
228	Hotel	B-HOTEL
228	Patra	I-HOTEL
228	Jasa	I-HOTEL
228	di	O
228	Jakarta	B-LOC

229	Pengalaman	O
229	di	O
229	Hotel	B-HOTEL
229	Grand	I-HOTEL
229	Candi	I-HOTEL
229	Yogyakarta	B-LOC
229	,	O
229	porsi	O
229	lumayan	O
229	banyak	O

230	Saya	O
230	menginap	O
230	di	O
230	Hotel	B-HOTEL
230	Tentrem	I-HOTEL
230	di	O
230	Malang	B-LOC
230	,	O
230	referensi	O
230	resort	O
230	cocok	O
230	liburan	O
230	pas	O
230	kantong	O

231	Pengalaman	O
231	di	O
231	Hotel	B-HOTEL
231	Ciputra	I-HOTEL
231	Ubud	B-LOC
231	,	O
231	staff	B-ASPECT
231	tidak_berseragam	O

232	Pengalaman	O
232	di	O
232	Hotel	B-HOTEL
232	Patra	I-HOTEL
232	Jasa	I-HOTEL
232	Kuta	B-LOC
232	,	O
232	cocok	O
232	jalan_jalan	O
232	hemat	O
232	nginep	O
232	sini	O

233	Pengalaman	O
233	di	O
233	Hotel	B-HOTEL
233	Gumaya	I-HOTEL
233	Kuta	B-LOC
233	,	O
233	air_minum	O
233	bayar	B-ASPECT

234	Pengalaman	O
234	di	O
234	Hotel	B-HOTEL
234	Novotel	I-HOTEL
234	Jakarta	B-LOC
234	,	O
234	harga	B-ASPECT
234	murah	I-ASPECT
234	sesuai	O
234	ditawarkan	O

235	Saya	O
235	menginap	O
235	di	O
235	Hotel	B-HOTEL
235	Ciputra	I-HOTEL
235	di	O
235	Solo	B-LOC
